customer_id,age,region,signup_date,acquisition_channel,acquisition_campaign_id
CUST018700,19,North,2021-09-08,Organic,
CUST018701,21,North,2025-02-23,Email,CAMP02
CUST018702,63,South,2021-02-24,Organic,
CUST018703,42,West,2025-12-04,Social Media,CAMP25
CUST018704,47,West,2024-08-29,Organic,
CUST018705,58,North,2021-01-10,Email,CAMP08
CUST018706,38,South,2024-02-06,Social Media,CAMP22
CUST018707,57,North,2024-09-28,Social Media,CAMP23
CUST018708,60,East,2022-01-04,Social Media,CAMP21
CUST018709,31,South,2021-06-30,Organic,
CUST018710,57,Central,2023-01-08,Email,CAMP02
CUST018711,27,South,2021-12-30,Paid Search,CAMP12
CUST018712,36,North,2021-12-17,Social Media,CAMP23
CUST018713,63,East,2024-06-01,Paid Search,CAMP12
CUST018714,75,Central,2024-06-29,Email,CAMP06
CUST018715,21,South,2025-06-10,Paid Search,CAMP18
CUST018716,55,West,2021-09-09,Social Media,CAMP19
CUST018717,51,South,2021-04-15,Organic,
CUST018718,53,East,2024-10-11,Paid Search,CAMP17
CUST018719,63,East,2024-05-02,Paid Search,CAMP12
CUST018720,22,Central,2022-09-13,Email,CAMP09
CUST018721,60,East,2023-04-09,Social Media,CAMP21
CUST018722,34,South,2023-05-19,Social Media,CAMP22
CUST018723,26,West,2024-08-16,Social Media,CAMP23
CUST018724,43,North,2025-01-13,Email,CAMP04
CUST018725,19,South,2024-11-19,Social Media,CAMP25
CUST018726,54,South,2023-08-29,Social Media,CAMP20
CUST018727,50,East,2023-01-26,Email,CAMP03
CUST018728,47,West,2022-12-07,Email,CAMP08
CUST018729,19,East,2025-07-07,Social Media,CAMP25
CUST018730,62,East,2022-12-01,Organic,
CUST018731,20,North,2023-08-05,Social Media,CAMP25
CUST018732,33,Central,2023-08-13,Paid Search,CAMP18
CUST018733,40,South,2025-01-20,Paid Search,CAMP14
CUST018734,58,North,2021-10-28,Paid Search,CAMP18
CUST018735,41,West,2021-03-13,Paid Search,CAMP17
CUST018736,65,Central,2022-05-22,Email,CAMP03
CUST018737,72,South,2021-01-21,Paid Search,CAMP18
CUST018738,62,East,2023-10-14,Organic,
CUST018739,20,West,2025-11-10,Email,CAMP06
CUST018740,62,North,2022-01-07,Social Media,CAMP22
CUST018741,29,Central,2021-07-26,Organic,
CUST018742,69,South,2024-01-25,Social Media,CAMP22
CUST018743,74,East,2025-10-26,Social Media,CAMP24
CUST018744,22,North,2022-04-15,Social Media,CAMP23
CUST018745,23,North,2021-05-30,Paid Search,CAMP12
CUST018746,58,North,2024-03-08,Paid Search,CAMP11
CUST018747,26,South,2025-11-11,Email,CAMP01
CUST018748,74,Central,2021-08-14,Social Media,CAMP22
CUST018749,49,East,2023-10-24,Paid Search,CAMP18
CUST018750,51,South,2023-07-07,Social Media,CAMP24
CUST018751,67,East,2022-04-20,Social Media,CAMP25
CUST018752,30,South,2024-10-01,Social Media,CAMP23
CUST018753,50,East,2022-07-06,Email,CAMP06
CUST018754,75,East,2022-07-30,Paid Search,CAMP13
CUST018755,19,South,2022-12-05,Social Media,CAMP24
CUST018756,28,West,2024-10-26,Paid Search,CAMP13
CUST018757,26,South,2021-04-01,Email,CAMP02
CUST018758,37,West,2022-08-27,Paid Search,CAMP11
CUST018759,25,East,2024-10-10,Social Media,CAMP24
CUST018760,27,North,2024-11-11,Email,CAMP01
CUST018761,67,North,2024-10-16,Social Media,CAMP21
CUST018762,44,South,2025-05-03,Email,CAMP07
CUST018763,38,Central,2021-12-07,Social Media,CAMP21
CUST018764,42,West,2021-03-29,Social Media,CAMP25
CUST018765,74,Central,2021-09-13,Organic,
CUST018766,46,West,2022-04-28,Email,CAMP03
CUST018767,45,Central,2022-11-24,Paid Search,CAMP14
CUST018768,71,South,2025-11-01,Paid Search,CAMP16
CUST018769,20,East,2025-08-17,Social Media,CAMP23
CUST018770,45,South,2021-06-20,Organic,
CUST018771,61,Central,2021-10-04,Social Media,CAMP23
CUST018772,47,Central,2021-08-26,Social Media,CAMP21
CUST018773,68,West,2025-05-03,Email,CAMP02
CUST018774,69,West,2021-01-28,Email,CAMP06
CUST018775,37,Central,2023-02-04,Paid Search,CAMP18
CUST018776,65,North,2022-05-01,Paid Search,CAMP14
CUST018777,32,East,2025-04-29,Social Media,CAMP21
CUST018778,31,West,2023-12-13,Paid Search,CAMP11
CUST018779,74,East,2024-03-21,Social Media,CAMP20
CUST018780,18,East,2022-04-12,Email,CAMP05
CUST018781,38,South,2024-10-30,Organic,
CUST018782,54,North,2025-11-04,Paid Search,CAMP16
CUST018783,41,Central,2025-01-30,Organic,
CUST018784,67,West,2023-04-22,Paid Search,CAMP13
CUST018785,32,East,2021-01-29,Email,CAMP05
CUST018786,50,North,2024-01-23,Email,CAMP06
CUST018787,25,North,2023-12-13,Social Media,CAMP21
CUST018788,30,East,2022-02-23,Social Media,CAMP22
CUST018789,28,North,2021-03-13,Organic,
CUST018790,60,North,2024-02-26,Email,CAMP09
CUST018791,29,North,2024-12-23,Email,CAMP05
CUST018792,56,South,2022-05-13,Paid Search,CAMP12
CUST018793,38,North,2023-12-10,Email,CAMP05
CUST018794,50,West,2025-09-13,Organic,
CUST018795,68,East,2024-01-17,Paid Search,CAMP12
CUST018796,68,East,2025-02-07,Paid Search,CAMP12
CUST018797,18,Central,2024-10-11,Email,CAMP05
CUST018798,63,East,2021-01-22,Email,CAMP04
CUST018799,73,Central,2024-05-01,Social Media,CAMP25
CUST018800,56,North,2023-01-22,Organic,
CUST018801,28,South,2021-09-21,Paid Search,CAMP16
CUST018802,56,South,2023-01-28,Organic,
CUST018803,54,Central,2021-12-13,Email,CAMP05
CUST018804,56,Central,2023-09-22,Organic,
CUST018805,42,East,2022-11-03,Social Media,CAMP20
CUST018806,48,Central,2025-01-08,Paid Search,CAMP18
CUST018807,55,North,2025-02-01,Email,CAMP01
CUST018808,44,East,2025-05-08,Email,CAMP08
CUST018809,62,North,2024-05-26,Organic,
CUST018810,59,East,2023-11-23,Organic,
CUST018811,35,North,2024-03-30,Email,CAMP01
CUST018812,53,East,2024-06-26,Email,CAMP01
CUST018813,61,East,2023-07-15,Paid Search,CAMP16
CUST018814,46,East,2022-06-05,Organic,
CUST018815,59,North,2025-02-21,Email,CAMP04
CUST018816,25,East,2021-06-08,Organic,
CUST018817,40,South,2022-02-03,Paid Search,CAMP18
CUST018818,58,North,2021-01-13,Paid Search,CAMP18
CUST018819,69,East,2022-08-02,Email,CAMP07
CUST018820,55,North,2021-02-11,Social Media,CAMP25
CUST018821,56,East,2022-04-13,Email,CAMP02
CUST018822,37,South,2024-08-23,Organic,
CUST018823,58,East,2022-08-22,Paid Search,CAMP11
CUST018824,38,East,2022-01-14,Email,CAMP01
CUST018825,21,North,2022-08-11,Email,CAMP04
CUST018826,32,South,2024-07-16,Email,CAMP03
CUST018827,53,East,2021-03-23,Social Media,CAMP24
CUST018828,73,West,2021-06-18,Organic,
CUST018829,46,North,2025-05-27,Email,CAMP09
CUST018830,67,North,2025-01-22,Organic,
CUST018831,63,West,2025-08-25,Email,CAMP03
CUST018832,50,South,2024-02-17,Email,CAMP02
CUST018833,64,South,2025-10-28,Organic,
CUST018834,41,North,2022-11-24,Paid Search,CAMP12
CUST018835,43,Central,2022-05-22,Paid Search,CAMP14
CUST018836,60,East,2025-02-11,Social Media,CAMP22
CUST018837,55,North,2025-11-26,Paid Search,CAMP14
CUST018838,48,South,2024-06-22,Email,CAMP04
CUST018839,43,South,2025-12-12,Social Media,CAMP20
CUST018840,74,North,2025-03-04,Social Media,CAMP19
CUST018841,21,Central,2022-02-25,Paid Search,CAMP17
CUST018842,21,East,2024-07-20,Social Media,CAMP25
CUST018843,45,West,2022-07-19,Email,CAMP06
CUST018844,19,Central,2021-04-01,Email,CAMP02
CUST018845,37,North,2022-10-15,Email,CAMP08
CUST018846,50,North,2023-11-05,Organic,
CUST018847,41,South,2021-07-17,Email,CAMP10
CUST018848,29,West,2023-09-20,Social Media,CAMP21
CUST018849,34,South,2022-12-22,Social Media,CAMP20
CUST018850,53,East,2025-02-09,Paid Search,CAMP12
CUST018851,73,North,2025-11-14,Social Media,CAMP23
CUST018852,63,North,2021-11-23,Paid Search,CAMP13
CUST018853,49,South,2025-01-30,Social Media,CAMP19
CUST018854,26,North,2022-02-16,Organic,
CUST018855,32,West,2023-03-07,Email,CAMP09
CUST018856,43,Central,2021-06-24,Organic,
CUST018857,32,Central,2023-07-24,Paid Search,CAMP18
CUST018858,57,East,2023-04-05,Social Media,CAMP25
CUST018859,39,South,2023-03-15,Organic,
CUST018860,66,East,2021-01-10,Email,CAMP01
CUST018861,33,North,2023-04-10,Social Media,CAMP24
CUST018862,46,Central,2024-02-05,Organic,
CUST018863,59,West,2021-04-08,Email,CAMP01
CUST018864,29,South,2021-10-04,Paid Search,CAMP18
CUST018865,62,West,2022-07-14,Email,CAMP08
CUST018866,51,South,2021-10-04,Social Media,CAMP24
CUST018867,55,West,2024-12-31,Email,CAMP03
CUST018868,44,South,2021-06-30,Organic,
CUST018869,72,Central,2022-07-22,Email,CAMP01
CUST018870,62,Central,2023-04-16,Social Media,CAMP25
CUST018871,29,South,2021-01-01,Organic,
CUST018872,50,East,2022-01-29,Paid Search,CAMP18
CUST018873,70,North,2021-03-13,Social Media,CAMP23
CUST018874,34,West,2021-03-07,Organic,
CUST018875,49,East,2023-09-04,Email,CAMP06
CUST018876,61,Central,2022-02-08,Social Media,CAMP23
CUST018877,33,Central,2022-12-22,Organic,
CUST018878,48,South,2024-08-18,Email,CAMP07
CUST018879,50,North,2025-10-20,Social Media,CAMP25
CUST018880,28,East,2021-01-10,Organic,
CUST018881,28,South,2024-07-02,Organic,
CUST018882,50,South,2022-04-06,Social Media,CAMP23
CUST018883,28,East,2021-11-19,Paid Search,CAMP16
CUST018884,73,East,2022-02-19,Email,CAMP02
CUST018885,48,East,2021-05-26,Paid Search,CAMP18
CUST018886,58,South,2022-04-18,Social Media,CAMP23
CUST018887,41,North,2025-11-22,Social Media,CAMP19
CUST018888,35,North,2022-02-07,Organic,
CUST018889,46,West,2022-06-22,Paid Search,CAMP11
CUST018890,59,East,2022-10-07,Social Media,CAMP23
CUST018891,41,East,2024-03-04,Email,CAMP05
CUST018892,34,Central,2024-11-03,Email,CAMP08
CUST018893,26,Central,2023-07-16,Email,CAMP07
CUST018894,49,North,2024-03-10,Social Media,CAMP22
CUST018895,57,West,2022-11-13,Organic,
CUST018896,48,South,2022-08-24,Organic,
CUST018897,32,West,2022-07-18,Organic,
CUST018898,32,North,2024-08-01,Organic,
CUST018899,39,North,2021-06-12,Social Media,CAMP20
CUST018900,38,Central,2022-09-01,Paid Search,CAMP11
CUST018901,29,East,2023-05-21,Organic,
CUST018902,72,South,2023-05-15,Email,CAMP06
CUST018903,37,Central,2024-07-05,Email,CAMP04
CUST018904,32,South,2024-01-02,Paid Search,CAMP15
CUST018905,53,North,2021-04-10,Social Media,CAMP24
CUST018906,64,South,2023-10-15,Social Media,CAMP21
CUST018907,44,West,2024-02-07,Social Media,CAMP21
CUST018908,56,West,2022-11-20,Social Media,CAMP22
CUST018909,23,East,2021-01-03,Paid Search,CAMP11
CUST018910,48,East,2022-04-27,Paid Search,CAMP11
CUST018911,21,East,2021-01-08,Email,CAMP07
CUST018912,25,South,2024-04-12,Social Media,CAMP25
CUST018913,52,North,2023-01-02,Email,CAMP07
CUST018914,29,North,2022-12-26,Organic,
CUST018915,20,West,2024-04-12,Paid Search,CAMP14
CUST018916,28,West,2023-11-26,Paid Search,CAMP12
CUST018917,62,South,2024-12-05,Paid Search,CAMP17
CUST018918,52,South,2023-01-24,Email,CAMP02
CUST018919,40,East,2024-06-20,Social Media,CAMP20
CUST018920,74,North,2024-12-16,Organic,
CUST018921,40,East,2022-05-06,Email,CAMP08
CUST018922,68,East,2025-09-12,Organic,
CUST018923,38,East,2024-06-19,Paid Search,CAMP18
CUST018924,19,North,2025-09-20,Email,CAMP04
CUST018925,24,Central,2021-07-16,Email,CAMP05
CUST018926,33,North,2021-03-07,Paid Search,CAMP18
CUST018927,28,North,2023-02-11,Email,CAMP08
CUST018928,27,South,2023-05-16,Social Media,CAMP23
CUST018929,40,West,2025-12-26,Organic,
CUST018930,74,West,2022-10-27,Email,CAMP01
CUST018931,29,East,2024-06-09,Organic,
CUST018932,31,East,2021-06-15,Email,CAMP09
CUST018933,75,East,2025-03-09,Organic,
CUST018934,29,North,2025-03-12,Paid Search,CAMP18
CUST018935,66,South,2023-04-25,Email,CAMP05
CUST018936,54,South,2024-05-04,Email,CAMP07
CUST018937,71,East,2024-01-04,Email,CAMP04
CUST018938,50,East,2023-11-06,Organic,
CUST018939,52,Central,2025-10-12,Email,CAMP02
CUST018940,31,East,2025-08-07,Paid Search,CAMP14
CUST018941,51,West,2022-01-24,Email,CAMP06
CUST018942,56,Central,2024-03-20,Email,CAMP08
CUST018943,75,South,2024-02-24,Paid Search,CAMP11
CUST018944,23,East,2025-08-08,Social Media,CAMP25
CUST018945,27,West,2021-12-19,Social Media,CAMP22
CUST018946,19,East,2024-05-08,Email,CAMP03
CUST018947,63,Central,2023-10-22,Organic,
CUST018948,22,East,2021-05-23,Paid Search,CAMP13
CUST018949,71,Central,2021-11-10,Social Media,CAMP20
CUST018950,39,North,2021-02-02,Email,CAMP09
CUST018951,34,West,2022-06-04,Paid Search,CAMP14
CUST018952,74,North,2025-05-19,Organic,
CUST018953,59,North,2022-03-27,Paid Search,CAMP13
CUST018954,49,North,2023-09-05,Paid Search,CAMP18
CUST018955,69,East,2023-04-07,Paid Search,CAMP13
CUST018956,61,South,2022-08-29,Paid Search,CAMP17
CUST018957,54,North,2022-09-02,Email,CAMP10
CUST018958,36,East,2024-01-02,Social Media,CAMP22
CUST018959,75,East,2024-10-22,Social Media,CAMP22
CUST018960,59,South,2023-03-09,Email,CAMP05
CUST018961,72,East,2021-01-27,Paid Search,CAMP18
CUST018962,74,Central,2022-06-24,Email,CAMP02
CUST018963,49,West,2022-03-08,Social Media,CAMP24
CUST018964,38,East,2022-10-03,Social Media,CAMP24
CUST018965,72,West,2024-07-11,Organic,
CUST018966,75,Central,2024-02-13,Social Media,CAMP23
CUST018967,25,South,2025-09-28,Social Media,CAMP21
CUST018968,55,North,2024-03-11,Social Media,CAMP24
CUST018969,52,North,2022-06-26,Paid Search,CAMP18
CUST018970,61,East,2025-08-31,Organic,
CUST018971,74,Central,2025-12-18,Paid Search,CAMP12
CUST018972,32,North,2024-12-24,Social Media,CAMP20
CUST018973,74,East,2021-07-02,Social Media,CAMP19
CUST018974,55,North,2024-09-26,Organic,
CUST018975,22,East,2023-10-30,Paid Search,CAMP17
CUST018976,47,Central,2024-12-18,Organic,
CUST018977,25,West,2023-06-11,Social Media,CAMP19
CUST018978,73,Central,2021-02-01,Paid Search,CAMP18
CUST018979,62,East,2025-11-23,Organic,
CUST018980,70,West,2025-11-26,Social Media,CAMP24
CUST018981,52,Central,2024-06-02,Paid Search,CAMP11
CUST018982,41,West,2025-10-15,Paid Search,CAMP15
CUST018983,42,Central,2022-02-25,Organic,
CUST018984,72,South,2022-02-28,Paid Search,CAMP15
CUST018985,26,North,2024-05-16,Social Media,CAMP20
CUST018986,69,North,2025-03-17,Email,CAMP07
CUST018987,42,Central,2021-02-28,Social Media,CAMP20
CUST018988,52,North,2022-11-24,Paid Search,CAMP18
CUST018989,56,West,2024-03-01,Paid Search,CAMP12
CUST018990,22,East,2024-08-01,Social Media,CAMP20
CUST018991,26,West,2022-11-07,Email,CAMP02
CUST018992,27,West,2022-04-29,Organic,
CUST018993,63,East,2023-02-25,Email,CAMP08
CUST018994,22,North,2025-09-16,Email,CAMP03
CUST018995,53,East,2024-02-15,Social Media,CAMP24
CUST018996,24,Central,2025-06-25,Paid Search,CAMP16
CUST018997,62,North,2022-08-22,Paid Search,CAMP11
CUST018998,74,North,2025-01-30,Organic,
CUST018999,42,Central,2023-01-26,Email,CAMP08
CUST019000,30,North,2021-04-17,Social Media,CAMP25
CUST019001,43,North,2025-09-15,Social Media,CAMP22
CUST019002,58,Central,2021-05-06,Email,CAMP10
CUST019003,60,West,2022-11-06,Social Media,CAMP25
CUST019004,54,South,2023-08-23,Organic,
CUST019005,51,Central,2025-05-08,Email,CAMP08
CUST019006,54,West,2025-05-25,Email,CAMP02
CUST019007,30,North,2022-08-17,Email,CAMP01
CUST019008,29,East,2022-02-06,Paid Search,CAMP15
CUST019009,71,Central,2023-07-04,Paid Search,CAMP13
CUST019010,51,West,2021-08-26,Social Media,CAMP20
CUST019011,67,East,2021-10-03,Organic,
CUST019012,54,South,2023-04-17,Social Media,CAMP19
CUST019013,44,South,2023-01-15,Social Media,CAMP22
CUST019014,51,East,2025-09-02,Email,CAMP05
CUST019015,58,North,2022-08-08,Email,CAMP10
CUST019016,28,West,2025-09-22,Social Media,CAMP19
CUST019017,44,North,2024-11-07,Social Media,CAMP21
CUST019018,59,North,2025-08-28,Email,CAMP07
CUST019019,23,North,2021-04-30,Social Media,CAMP21
CUST019020,22,West,2023-07-19,Paid Search,CAMP16
CUST019021,27,East,2023-02-18,Organic,
CUST019022,52,South,2025-09-08,Paid Search,CAMP16
CUST019023,31,East,2025-12-08,Paid Search,CAMP17
CUST019024,43,East,2025-11-28,Social Media,CAMP22
CUST019025,25,Central,2024-07-20,Social Media,CAMP19
CUST019026,32,South,2025-07-20,Organic,
CUST019027,19,North,2023-12-30,Paid Search,CAMP12
CUST019028,64,Central,2023-03-10,Organic,
CUST019029,45,East,2025-05-11,Organic,
CUST019030,28,East,2022-04-03,Social Media,CAMP25
CUST019031,48,North,2021-07-22,Email,CAMP05
CUST019032,72,Central,2024-10-04,Paid Search,CAMP14
CUST019033,65,Central,2024-07-14,Social Media,CAMP20
CUST019034,69,East,2022-04-25,Paid Search,CAMP12
CUST019035,41,North,2022-01-19,Social Media,CAMP21
CUST019036,38,North,2022-10-08,Organic,
CUST019037,36,South,2025-01-05,Social Media,CAMP20
CUST019038,35,East,2023-09-08,Organic,
CUST019039,71,East,2024-05-29,Paid Search,CAMP11
CUST019040,25,East,2025-04-23,Email,CAMP02
CUST019041,67,South,2021-03-24,Social Media,CAMP20
CUST019042,71,North,2023-05-27,Paid Search,CAMP13
CUST019043,66,Central,2024-12-10,Social Media,CAMP21
CUST019044,54,South,2021-05-24,Social Media,CAMP24
CUST019045,67,Central,2023-07-17,Social Media,CAMP25
CUST019046,19,East,2023-11-25,Social Media,CAMP22
CUST019047,65,North,2023-12-20,Organic,
CUST019048,47,East,2021-05-22,Social Media,CAMP23
CUST019049,73,Central,2021-10-28,Paid Search,CAMP18
CUST019050,22,West,2022-03-10,Social Media,CAMP23
CUST019051,71,South,2023-04-17,Social Media,CAMP20
CUST019052,51,North,2021-07-22,Email,CAMP04
CUST019053,24,East,2024-12-23,Social Media,CAMP22
CUST019054,47,North,2023-11-25,Organic,
CUST019055,20,South,2025-04-15,Email,CAMP02
CUST019056,22,Central,2022-03-26,Email,CAMP04
CUST019057,48,East,2024-11-19,Social Media,CAMP20
CUST019058,65,West,2024-01-29,Organic,
CUST019059,24,East,2024-10-21,Social Media,CAMP20
CUST019060,33,North,2024-04-23,Paid Search,CAMP16
CUST019061,40,North,2021-08-20,Social Media,CAMP24
CUST019062,49,West,2023-05-19,Organic,
CUST019063,18,East,2022-04-02,Email,CAMP02
CUST019064,55,East,2021-01-04,Paid Search,CAMP14
CUST019065,46,North,2021-03-07,Social Media,CAMP25
CUST019066,73,South,2021-02-26,Social Media,CAMP24
CUST019067,35,North,2022-02-10,Organic,
CUST019068,46,North,2023-05-30,Email,CAMP01
CUST019069,22,Central,2024-07-16,Organic,
CUST019070,71,West,2022-01-19,Social Media,CAMP23
CUST019071,66,Central,2023-11-05,Email,CAMP01
CUST019072,38,Central,2023-05-31,Social Media,CAMP24
CUST019073,44,East,2024-04-14,Social Media,CAMP21
CUST019074,67,South,2023-11-20,Paid Search,CAMP18
CUST019075,35,East,2021-09-26,Paid Search,CAMP18
CUST019076,31,North,2023-05-02,Social Media,CAMP24
CUST019077,32,West,2023-07-07,Organic,
CUST019078,59,West,2023-09-09,Social Media,CAMP23
CUST019079,30,East,2023-01-14,Email,CAMP02
CUST019080,23,South,2025-10-31,Organic,
CUST019081,27,North,2025-05-28,Organic,
CUST019082,75,North,2024-02-29,Paid Search,CAMP11
CUST019083,68,South,2021-02-05,Email,CAMP08
CUST019084,73,Central,2021-12-26,Organic,
CUST019085,34,North,2022-03-12,Email,CAMP03
CUST019086,43,Central,2021-10-23,Paid Search,CAMP18
CUST019087,46,East,2022-04-25,Organic,
CUST019088,48,East,2025-10-03,Email,CAMP03
CUST019089,19,North,2023-12-04,Social Media,CAMP20
CUST019090,52,North,2025-11-26,Paid Search,CAMP14
CUST019091,20,East,2023-04-14,Social Media,CAMP24
CUST019092,33,East,2023-04-17,Paid Search,CAMP18
CUST019093,34,East,2024-02-08,Organic,
CUST019094,57,South,2025-04-23,Organic,
CUST019095,69,North,2021-01-09,Email,CAMP06
CUST019096,58,South,2024-03-09,Organic,
CUST019097,43,West,2024-12-26,Social Media,CAMP25
CUST019098,48,East,2021-03-22,Paid Search,CAMP15
CUST019099,47,North,2022-08-19,Email,CAMP10
CUST019100,26,West,2024-11-12,Social Media,CAMP24
CUST019101,73,North,2022-12-12,Paid Search,CAMP11
CUST019102,71,West,2022-11-06,Organic,
CUST019103,31,East,2021-07-05,Social Media,CAMP22
CUST019104,24,West,2023-11-21,Paid Search,CAMP14
CUST019105,27,North,2024-04-20,Organic,
CUST019106,54,West,2025-06-14,Email,CAMP07
CUST019107,19,West,2023-03-20,Paid Search,CAMP15
CUST019108,23,North,2023-08-20,Paid Search,CAMP17
CUST019109,55,North,2023-08-03,Paid Search,CAMP18
CUST019110,26,West,2023-12-06,Paid Search,CAMP17
CUST019111,21,South,2021-07-12,Paid Search,CAMP11
CUST019112,19,East,2025-01-14,Paid Search,CAMP17
CUST019113,58,North,2021-05-06,Social Media,CAMP20
CUST019114,39,North,2025-01-12,Social Media,CAMP22
CUST019115,34,West,2023-12-30,Email,CAMP08
CUST019116,55,North,2024-02-23,Social Media,CAMP19
CUST019117,27,North,2023-03-02,Organic,
CUST019118,48,North,2021-03-10,Email,CAMP08
CUST019119,46,West,2021-07-30,Organic,
CUST019120,57,South,2025-05-16,Social Media,CAMP21
CUST019121,54,East,2022-11-28,Paid Search,CAMP14
CUST019122,57,East,2024-02-14,Social Media,CAMP23
CUST019123,30,South,2023-01-01,Email,CAMP01
CUST019124,26,North,2023-09-22,Email,CAMP06
CUST019125,48,South,2023-04-01,Email,CAMP01
CUST019126,21,North,2025-03-30,Social Media,CAMP19
CUST019127,44,Central,2025-10-07,Social Media,CAMP19
CUST019128,54,West,2022-11-19,Email,CAMP07
CUST019129,65,West,2024-03-26,Paid Search,CAMP13
CUST019130,55,West,2021-06-29,Social Media,CAMP21
CUST019131,75,North,2025-12-15,Email,CAMP01
CUST019132,50,West,2022-04-14,Paid Search,CAMP14
CUST019133,43,East,2021-03-25,Email,CAMP03
CUST019134,32,West,2025-07-25,Email,CAMP09
CUST019135,57,Central,2021-07-02,Email,CAMP06
CUST019136,65,South,2024-12-14,Organic,
CUST019137,36,East,2022-02-18,Social Media,CAMP19
CUST019138,22,South,2023-06-15,Social Media,CAMP25
CUST019139,18,Central,2025-12-30,Email,CAMP02
CUST019140,54,South,2025-02-08,Social Media,CAMP19
CUST019141,56,South,2021-05-01,Social Media,CAMP19
CUST019142,24,Central,2025-05-11,Email,CAMP09
CUST019143,19,North,2024-05-10,Social Media,CAMP21
CUST019144,55,East,2024-12-31,Social Media,CAMP25
CUST019145,41,East,2022-10-23,Paid Search,CAMP13
CUST019146,42,East,2025-12-25,Paid Search,CAMP18
CUST019147,33,North,2023-01-08,Paid Search,CAMP16
CUST019148,59,North,2025-10-18,Paid Search,CAMP14
CUST019149,61,South,2025-03-22,Social Media,CAMP19
CUST019150,21,East,2023-10-24,Email,CAMP10
CUST019151,23,Central,2022-02-09,Social Media,CAMP21
CUST019152,50,West,2024-05-04,Email,CAMP04
CUST019153,52,East,2021-10-25,Social Media,CAMP20
CUST019154,26,North,2025-12-14,Social Media,CAMP20
CUST019155,27,Central,2023-04-09,Organic,
CUST019156,57,North,2025-07-16,Paid Search,CAMP12
CUST019157,44,Central,2022-11-04,Email,CAMP01
CUST019158,24,Central,2023-05-29,Email,CAMP02
CUST019159,53,Central,2023-02-15,Email,CAMP03
CUST019160,22,South,2022-02-14,Email,CAMP02
CUST019161,31,North,2025-12-22,Social Media,CAMP24
CUST019162,59,East,2021-11-01,Email,CAMP07
CUST019163,30,East,2025-04-03,Paid Search,CAMP15
CUST019164,21,South,2021-09-12,Email,CAMP08
CUST019165,73,East,2021-08-28,Organic,
CUST019166,31,West,2021-02-05,Email,CAMP05
CUST019167,47,South,2025-04-04,Organic,
CUST019168,65,South,2024-10-04,Social Media,CAMP19
CUST019169,75,East,2024-11-07,Social Media,CAMP19
CUST019170,64,North,2023-08-31,Email,CAMP04
CUST019171,37,West,2022-01-08,Social Media,CAMP21
CUST019172,67,West,2023-04-10,Paid Search,CAMP13
CUST019173,18,Central,2025-01-15,Social Media,CAMP19
CUST019174,36,West,2021-01-03,Email,CAMP07
CUST019175,29,East,2023-12-28,Email,CAMP02
CUST019176,48,Central,2023-05-16,Email,CAMP10
CUST019177,69,East,2021-10-16,Paid Search,CAMP12
CUST019178,62,West,2021-01-27,Email,CAMP06
CUST019179,75,North,2022-08-06,Email,CAMP05
CUST019180,25,West,2024-06-13,Paid Search,CAMP12
CUST019181,61,North,2022-09-29,Organic,
CUST019182,60,North,2025-12-07,Organic,
CUST019183,44,East,2022-07-23,Organic,
CUST019184,23,North,2025-06-14,Social Media,CAMP23
CUST019185,24,South,2024-10-14,Paid Search,CAMP11
CUST019186,70,West,2021-12-19,Social Media,CAMP25
CUST019187,35,East,2022-04-09,Paid Search,CAMP15
CUST019188,54,West,2024-03-14,Social Media,CAMP21
CUST019189,72,West,2021-07-23,Paid Search,CAMP11
CUST019190,46,East,2022-05-02,Organic,
CUST019191,30,Central,2024-01-12,Email,CAMP03
CUST019192,46,North,2023-09-15,Social Media,CAMP25
CUST019193,31,North,2023-07-23,Social Media,CAMP24
CUST019194,28,South,2023-04-19,Organic,
CUST019195,65,West,2021-05-16,Paid Search,CAMP18
CUST019196,38,North,2022-04-16,Email,CAMP04
CUST019197,57,East,2025-12-24,Email,CAMP04
CUST019198,60,East,2023-09-13,Social Media,CAMP24
CUST019199,49,West,2022-08-31,Email,CAMP01
CUST019200,49,Central,2024-05-22,Social Media,CAMP20
CUST019201,28,North,2023-07-02,Social Media,CAMP21
CUST019202,48,South,2024-06-06,Paid Search,CAMP11
CUST019203,61,West,2024-07-21,Email,CAMP06
CUST019204,29,Central,2021-11-30,Social Media,CAMP24
CUST019205,31,North,2022-01-13,Organic,
CUST019206,58,West,2021-02-07,Organic,
CUST019207,74,North,2023-11-09,Organic,
CUST019208,40,North,2024-12-24,Email,CAMP09
CUST019209,66,South,2023-11-29,Paid Search,CAMP17
CUST019210,28,West,2024-04-20,Organic,
CUST019211,51,West,2024-06-19,Organic,
CUST019212,72,East,2023-04-10,Paid Search,CAMP16
CUST019213,43,West,2024-11-01,Paid Search,CAMP15
CUST019214,47,South,2024-03-03,Email,CAMP09
CUST019215,26,North,2022-10-23,Social Media,CAMP23
CUST019216,48,Central,2025-06-06,Social Media,CAMP25
CUST019217,51,North,2023-10-17,Organic,
CUST019218,74,Central,2022-10-29,Email,CAMP05
CUST019219,29,West,2022-06-17,Email,CAMP02
CUST019220,39,West,2023-03-27,Paid Search,CAMP12
CUST019221,55,East,2023-11-18,Social Media,CAMP24
CUST019222,72,West,2023-08-13,Organic,
